,index,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),High_Severity(ha),TSLF
1305,1305,KINNELOA,34.196,-118.09,1993,10,2239.74,77.04,0
719,719,KIRCH,36.898,-119.179,1990,7,1265.67,43.56,0
850,850,KIRK COMPLEX (FIVE),36.279,-121.625,1999,9,14632.29,5020.38,9
849,849,KIRK COMPLEX (HARE),36.054,-121.464,1999,9,17422.38,4277.25,0
1363,1363,KITCHING,33.961,-117.201,1996,6,552.24,84.24,1
1253,1253,KLAMATH,41.612,-124.004,1988,9,2003.4,711.09,1
566,566,KLAMATHON,41.946,-122.534,2018,7,14558.22,2312.37,0
483,483,KNF BEAVER,41.89,-122.871,2014,7,13871.97,6243.84,1
411,411,KNIGHT,38.175,-120.229,2009,7,3293.82,664.29,0
1574,1574,LA BREA,34.936,-120.027,2009,8,34079.31,6039.9,0
1423,1423,LA JOLLA,33.273,-116.792,1999,9,2926.53,1640.7,1
1659,1659,LA TUNA,34.23,-118.316,2017,9,2847.33,95.58,1
967,967,LAGRANGE,37.692,-120.444,2008,6,572.67,18.27,1
1416,1416,LAGUNA 100,32.896,-116.425,1999,8,2079.54,270.99,0
1300,1300,LAGUNA FIRE,33.592,-117.794,1993,10,3528.9,542.7,0
1258,1258,LAGUNA II,32.849,-114.475,1989,5,780.21,145.62,0
1628,1628,LAKE,34.147,-116.762,2015,6,12309.75,1239.39,1
1687,1687,LAKE,34.67641957,-118.555063,2020,8,12506.13,7995.24,0
73,73,LAKE,41.748,-123.18,1987,9,7453.89,420.12,9
453,453,LAKE COMPLEX,41.764,-120.979,2012,8,851.58,7.38,0
218,218,LAKE2,41.624,-120.087,1999,9,1212.21,0.0,1
760,760,LAKELAND,35.642,-118.442,1994,6,1100.07,4.41,0
558,558,LANE,40.331,-121.831,2018,6,1636.29,380.07,0
947,947,LARSON,38.551,-119.513,2007,6,491.76,89.91,0
692,692,LARSON,37.732,-119.937,1987,8,19930.05,7434.54,0
647,647,LAS PILITAS,35.287,-120.506,1985,7,30691.53,3910.23,0
503,503,LASSICS,40.316,-123.533,2015,8,8384.31,1892.7,0
524,524,LATROBE INCIDENT,38.529,-121.048,2017,7,643.95,104.49,0
70,70,LAUDER,39.417,-123.075,1987,9,826.38,344.88,0
620,620,LAURA 2,40.06261739,-120.0895792,2020,11,929.43,106.38,0
691,691,LAUREL,37.613,-118.914,1987,8,452.52,66.33,0
97,97,LAYMAN,39.841,-120.638,1989,9,1876.05,841.32,9
71,71,LAZYMAN,40.091,-122.915,1987,9,605.25,23.76,0
1218,1218,LEONA,34.629,-118.302,1986,7,412.11,149.94,1
1459,1459,LEONA,34.585,-118.275,2002,9,2058.3,639.54,4
243,243,LEONARD,38.218,-120.623,2001,8,2131.92,813.06,0
659,659,LEXINGTON,37.141,-121.918,1985,7,4693.77,2366.82,0
954,954,LICK,37.223,-121.428,2007,9,19188.36,3450.51,1
128,128,LIGHTENING FIRE,39.233,-122.307,1992,9,516.06,4.05,0
1156,1156,LIGHTNING,35.005,-114.652,2003,7,424.44,192.51,22
158,158,LIGHTNING 12,38.014,-120.573,1996,8,495.63,46.26,0
56,56,LIGHTNING 120 (CRANK),41.397,-121.165,1987,8,1435.77,737.73,0
74,74,LIGHTNING 84 (STENT,37.904,-120.429,1988,6,468.27,30.24,0
82,82,LIGHTNING 97 (BISON),41.245,-120.684,1988,8,1385.28,560.16,1
698,698,LIGHTNING9,36.689,-120.743,1988,6,1568.79,155.07,0
459,459,LIKELY,41.151,-120.462,2012,9,5092.65,791.19,8
1661,1661,LILAC 5,33.299,-117.203,2017,12,1683.45,168.12,0
588,588,LIME,41.866,-122.661,2019,9,747.0,22.5,1
374,374,LIME COMPLEX (DEADSHOT),40.488,-122.922,2008,6,453.06,128.7,0
375,375,LIME COMPLEX (LIME),40.495,-123.412,2008,6,11021.13,1242.54,0
378,378,LIME COMPLEX (MINERS),40.637,-123.268,2008,6,10391.76,1674.99,0
371,371,LIME COMPLEX (NOBLE),40.325,-122.905,2008,6,5229.81,188.46,0
380,380,LIME COMPLEX (SLIDE),40.659,-123.513,2008,6,496.26,41.22,0
372,372,LIME COMPLEX (TELEPHONE),40.421,-123.096,2008,6,2959.38,544.86,0
699,699,LINDSAY,36.212,-118.998,1988,6,406.62,46.89,1
101,101,LINN/RECER/ELKHORN,39.793,-122.867,1990,8,1389.06,258.84,0
1000,1000,LION,36.301,-118.536,2011,7,7149.96,808.2,0
1088,1088,LION,36.285,-118.471,2017,9,7517.61,739.89,0
1284,1284,LION,34.558,-119.202,1991,10,714.78,117.72,7
978,978,LION COMPLEX (GRANITE),36.153,-118.214,2009,7,703.35,27.18,0
974,974,LION COMPLEX (LION),36.168,-118.293,2009,6,1339.92,28.53,0
1096,1096,LIONS,37.588,-119.163,2018,6,5752.98,1152.18,1
482,482,LITTLE DEER,41.672,-122.104,2014,7,2265.75,181.08,0
148,148,LMU LGT66,40.755,-120.623,1994,9,856.08,154.71,0
1575,1575,LOCKHEED,37.082,-122.214,2009,8,3353.04,843.75,1
1469,1469,LOCUST,33.982,-117.164,2003,8,774.54,0.0,0
474,474,LODGE COMPLEX,39.782,-123.652,2014,7,4975.56,579.78,0
481,481,LOG,41.54,-123.042,2014,7,1615.32,364.77,0
1387,1387,LOGAN,35.113,-120.103,1997,8,20084.94,1268.82,1
281,281,LOMA,40.789,-123.301,2003,9,1508.04,220.41,1
1055,1055,LOMA,37.116,-121.818,2016,9,1772.55,594.63,0
1188,1188,LOMA RIDGE,33.75,-117.729,1984,6,559.26,17.82,1
587,587,LONE,41.766,-121.034,2019,9,2217.51,30.69,0
720,720,LONG GULCH,37.374,-121.529,1990,7,563.58,26.64,1
661,661,LONG VA,39.851,-119.974,1985,7,910.89,145.08,1
1079,1079,LONG VALLEY,39.992,-119.92,2017,7,7957.8,96.93,1
1113,1113,LONG VALLEY,39.882,-119.995,2019,8,225.45,96.93,1
68,68,LONGWOOD,41.997,-123.634,1987,8,2300.13,886.5,1
1109,1109,LONOAK,36.207,-121.043,2019,6,1051.2,30.06,0
1150,1150,LOPEZ,34.985,-118.482,1995,7,659.07,36.63,11
1537,1537,LOS FLORES,34.361,-117.269,2007,3,1954.98,0.0,2
656,656,LOSGATOSIV,36.379,-120.583,1985,7,8238.69,335.61,0
47,47,LOST,40.78,-121.426,1987,8,9549.45,1462.23,0
683,683,LOST BEAR,37.666,-119.595,1987,7,738.0,70.65,0
1183,1183,LOST HORSE,34.023,-116.255,1984,5,1671.57,55.35,0
1331,1331,LOST LAKE,34.02,-114.462,1995,6,864.09,339.66,0
1446,1446,LOUISIANA,34.29,-117.473,2002,6,2691.54,82.08,0
1287,1287,LOVELAND,32.789,-116.73,1992,7,784.71,21.06,0
184,184,LOWDEN,40.693,-122.816,1999,7,750.33,385.56,0
492,492,LOWELL,39.212,-120.869,2015,7,1067.49,505.71,0
2,2,LOWERY,39.981,-122.591,1984,7,1158.93,178.65,0
649,649,LOWES,35.903,-120.563,1985,7,1096.65,9.45,0
604,604,LOYALTON,39.70744261,-120.1077695,2020,8,18858.24,7998.66,0
758,758,LUCAS COMPLEX,35.481,-118.691,1994,6,3695.31,8.91,0
513,513,LUMPKIN,39.527,-121.327,2015,9,460.44,282.24,9
207,207,LUNCH,40.912,-122.48,1999,8,825.48,87.75,0
1182,1182,LYTLE,34.285,-117.554,1984,5,988.47,386.91,0
369,369,MAD RIVER COMPLEX (BONANZA),40.212,-123.227,2008,6,592.47,25.47,0
365,365,MAD RIVER COMPLEX (TRAVIS),40.121,-123.294,2008,6,447.39,16.74,0
155,155,MADALANNA,39.85,-120.248,1996,7,1820.16,232.83,0
1555,1555,MAGIC,34.404,-118.622,2007,10,1083.33,10.71,0
485,485,MAN,41.539,-123.213,2014,8,6847.2,1934.82,0
855,855,MANTER,35.93,-118.182,2000,7,30818.61,8309.52,0
301,301,MANTON,40.444,-121.855,2005,8,916.83,146.43,1
175,175,MANTON 3,40.368,-122.005,1998,8,558.0,0.36,0
1650,1650,MANZANITA,33.863,-116.948,2017,6,2556.45,112.86,0
1286,1286,MANZANITA,32.749,-116.31,1992,7,442.71,46.44,0
1565,1565,MAREK,34.309,-118.382,2008,10,2000.43,350.64,1
1389,1389,MARGARITA,33.447,-117.298,1997,9,453.6,85.68,0
1679,1679,MARIA,34.314,-119.066,2019,10,4050.99,219.78,0
1372,1372,MARPLE,34.586,-118.663,1996,8,8262.63,1556.73,2
1296,1296,MARRE,34.725,-119.957,1993,9,17931.33,1557.18,1
1057,1057,MARSHES,37.778,-120.282,2016,9,446.58,34.74,1
131,131,MARTIN,41.259,-123.779,1992,9,536.67,82.62,21
238,238,MARTIS,39.365,-120.0,2001,6,2245.59,1246.41,1
76,76,MASON,38.279,-120.469,1988,7,1680.57,370.71,0
1492,1492,MATAGUAY,33.216,-116.651,2004,7,3633.93,1385.37,0
1444,1444,MATEO,33.442,-117.481,2002,5,1246.68,0.0,1
1272,1272,MATEO,33.508,-117.467,1989,10,5377.14,1044.99,0
1279,1279,MATTOLE,40.284,-124.156,1990,8,2113.92,92.61,0
470,470,MCCABE,38.802,-122.839,2013,11,1346.4,36.99,8
1085,1085,MCCORMICK,38.38,-119.875,2017,8,1775.97,928.17,0
429,429,MCDONALD,40.947,-120.343,2010,7,4065.21,455.22,1
1578,1578,MCKINLEY,33.859,-117.502,2010,5,489.42,7.2,0
867,867,MCLAUGHLIN,37.772,-118.86,2001,7,1047.24,805.68,1
1108,1108,MCMILLAN,35.677,-120.373,2019,6,784.62,27.27,0
880,880,MCNALLY,36.067,-118.4,2002,7,59291.91,20778.48,0
1029,1029,MEADOW,37.745,-119.483,2014,8,1761.03,702.27,6
1058,1058,MEADOW,35.975,-118.579,2016,10,1760.13,195.39,0
210,210,MEGRAM- ORLEANS,41.001,-123.432,1999,8,57106.71,10612.89,0
1493,1493,MELTON,33.608,-116.882,2004,7,1602.27,12.78,0
32,32,MENDENHALL,39.542,-123.039,1987,8,21916.26,9403.47,0
797,797,MERCY,36.863,-120.824,1996,6,6876.81,2373.93,0
833,833,MERCY,36.882,-120.813,1998,7,2024.82,594.27,1
788,788,MESA COMPLEX,35.396,-118.884,1996,5,2221.83,329.04,0
1189,1189,MESCAL,34.452,-117.726,1984,7,586.17,0.0,0
1043,1043,METZ,36.387,-121.217,2016,5,1548.9,10.44,1
750,750,METZ,36.43,-121.201,1993,6,617.13,11.25,1
401,401,MEU LIGHTNING COMPLEX (BUTCH),39.71,-123.173,2008,7,986.58,27.18,0
340,340,MEU LIGHTNING COMPLEX (CLIFF),39.053,-123.568,2008,6,1758.87,45.81,0
339,339,MEU LIGHTNING COMPLEX (COWSHED  LIGHTNING),39.029,-123.611,2008,6,1957.32,40.95,0
354,354,MEU LIGHTNING COMPLEX (HARDY),39.708,-123.768,2008,6,2212.65,102.78,0
348,348,MEU LIGHTNING COMPLEX (INDIAN),39.381,-123.606,2008,6,457.65,9.09,0
399,399,MEU LIGHTNING COMPLEX (JACK SMITH),39.265,-123.322,2008,7,433.8,22.86,0
402,402,MEU LIGHTNING COMPLEX (LOST PIPE),39.779,-123.714,2008,7,577.17,49.41,0
397,397,MEU LIGHTNING COMPLEX (LOW GAP),39.156,-123.383,2008,7,864.45,33.57,0
357,357,MEU LIGHTNING COMPLEX (MIDDLE),39.761,-123.8,2008,6,843.75,25.2,0
343,343,MEU LIGHTNING COMPLEX (NAVARRO),39.185,-123.619,2008,6,1302.3,46.08,0
398,398,MEU LIGHTNING COMPLEX (ORR),39.218,-123.392,2008,7,680.58,31.5,0
362,362,MEU LIGHTNING COMPLEX (RED MOUNTAIN),39.892,-123.639,2008,6,3089.34,132.3,0
338,338,MEU LIGHTNING COMPLEX (SUGARLOAF),38.999,-123.503,2008,6,3378.69,177.3,0
403,403,MEU LIGHTNING COMPLEX (TRAVIS),40.017,-123.227,2008,7,607.95,12.96,0
601,601,MEYERS,38.50605403,-123.2038079,2020,8,946.53,235.62,0
194,194,MHRD COMPLEX (BUCKS),39.885,-121.313,1999,8,13944.33,4337.37,0
195,195,MHRD COMPLEX (HORTON 2),39.891,-120.338,1999,8,1640.79,551.61,0
193,193,MHRD COMPLEX (LOOKOUT),39.849,-121.094,1999,8,1066.14,276.75,0
191,191,MHRD COMPLEX (PIGEON),39.834,-121.021,1999,8,1946.52,461.16,0
174,174,MIDDLE,38.931,-122.296,1998,8,2583.9,168.21,0
586,586,MIDDLE,40.883,-123.002,2019,9,548.46,280.08,0
1146,1146,MIDDLE RIDGE,34.989,-118.657,1992,8,2169.18,79.38,12
935,935,MIDWAY,37.677,-121.513,2006,7,2566.44,269.55,0
781,781,MIDWAY,35.326,-119.502,1995,8,3150.36,0.09,2
816,816,MIDWAY COMPLEX,35.226,-119.522,1997,6,2748.33,823.14,0
437,437,MILL,39.32,-122.627,2012,7,12045.6,3669.93,0
447,447,MILL,40.208,-121.631,2012,8,795.69,249.57,0
1390,1390,MILL,34.193,-117.14,1997,9,553.41,230.4,0
1303,1303,MILL CREEK,34.062,-117.073,1993,10,1812.51,293.67,0
571,571,MILL CREEK 1,41.141,-123.653,2018,8,1617.39,196.83,0
426,426,MILL CREEK 4,41.202,-123.621,2009,10,1162.53,302.13,9
1523,1523,MILLARD,34.114,-116.62,2006,7,35041.59,1085.67,0
1195,1195,MILLER,32.699,-116.927,1985,6,3160.35,8.91,0
19,19,MILLER,38.446,-122.093,1985,8,819.27,50.94,0
83,83,MILLER,38.43,-122.094,1988,9,14465.79,1881.18,0
918,918,MILLWOOD,36.517,-119.108,2005,7,1213.29,33.12,0
434,434,MILTON,37.939,-120.908,2011,9,473.85,0.63,0
1221,1221,MINE,32.581,-116.768,1986,9,417.69,0.27,0
1473,1473,MINE/OTAY,32.621,-116.849,2003,10,15058.26,4239.81,0
1120,1120,MINERAL,36.1761018,-120.5600361,2020,7,11958.39,849.06,0
1053,1053,MINERAL,36.144,-120.523,2016,8,2775.33,21.06,0
526,526,MINERVA 5,39.903,-120.944,2017,7,1839.69,748.26,0
1187,1187,MINUTEMAN,34.807,-120.501,1984,5,1278.81,489.6,1
1089,1089,MISSION,37.236,-119.466,2017,9,407.52,256.59,0
628,628,MITCHELL CANYON,39.613,-119.996,1984,6,1749.87,582.66,0
1461,1461,MITTRY,32.852,-114.458,2003,3,54.81,3.87,3
1417,1417,MIXING,33.68,-116.721,1999,8,1444.68,628.83,0
1138,1138,MOC,37.78706787,-120.2725478,2020,8,1151.64,157.23,0
924,924,MOCAL,35.211,-119.676,2006,5,418.68,0.0,0
119,119,MOCCASIN,37.834,-120.297,1992,8,3693.78,311.85,0
253,253,MODOC COMPLEX (BELL),41.723,-120.963,2001,8,1276.2,91.89,0
254,254,MODOC COMPLEX (ROCK),41.903,-120.848,2001,8,702.45,24.84,1
1092,1092,MOFFAT,36.688,-118.085,2018,4,539.01,42.12,1
712,712,MOLERO II,36.29,-121.819,1989,7,972.18,148.23,0
992,992,MONO,37.902,-119.051,2010,7,526.14,189.63,0
1584,1584,MONTE,32.894,-116.817,2010,8,410.58,4.23,0
471,471,MONTICELLO,38.538,-122.07,2014,7,2826.72,381.33,0
335,335,MOONLIGHT,40.22,-120.736,2007,9,26594.64,17069.04,8
1133,1133,MORAINE,36.72719052,-118.5516108,2020,8,526.32,17.55,0
622,622,MORETZZ,35.253,-120.547,1984,5,641.61,8.1,0
227,227,MORGAN,38.911,-122.539,2000,7,1345.95,141.39,0
275,275,MORGAN,38.831,-122.453,2003,9,996.66,207.81,0
468,468,MORGAN,37.883,-121.901,2013,9,1226.79,323.01,0
1274,1274,MORRETTIS,33.197,-116.66,1990,6,1909.44,606.33,0
1572,1572,MORRIS,34.197,-117.86,2009,8,1048.95,5.58,0
1002,1002,MOTOR,37.678,-119.849,2011,8,2151.18,734.22,1
1613,1613,MOUNTAIN,33.734,-116.635,2013,7,11412.9,5927.13,1
1477,1477,MOUNTAIN,33.601,-116.982,2003,10,4302.27,44.91,0
895,895,MOUNTAIN COMPLEX,38.146,-119.9,2003,7,1631.52,171.9,1
1142,1142,MOUNTAIN VIEW,38.55783911,-119.4114122,2020,11,5123.52,2170.44,0
1103,1103,MOUNTAINEER FIRE,36.22,-118.578,2018,10,530.91,10.62,0
771,771,MT. STAKES,37.324,-121.428,1994,10,595.53,47.07,7
536,536,MUD,40.432,-120.247,2017,8,2443.95,0.0,0
1504,1504,MUNZ,34.693,-118.37,2005,6,563.58,0.27,1
16,16,MURRER,40.592,-120.689,1985,7,485.19,156.24,0
263,263,MUSSOLINI,41.461,-122.516,2002,7,1258.47,61.02,0
192,192,MUSTY,39.837,-121.749,1999,8,6814.98,97.65,0
1178,1178,NADEAU,36.01384218,-117.4633597,2020,7,3696.93,30.87,1
1384,1384,NARROWS,34.331,-117.71,1997,8,7385.22,1502.82,0
567,567,NATCHEZ,41.895,-123.566,2018,7,15686.73,4183.74,1
773,773,NEES,36.845,-120.804,1995,5,468.63,59.67,1
1093,1093,NEES,36.849,-120.786,2018,5,744.39,40.41,1
568,568,NELSON,38.312,-121.999,2018,8,892.44,340.11,0
146,146,NELSON,41.272,-120.447,1994,8,1067.13,777.6,1
452,452,NELSON (W-1),41.295,-120.425,2012,8,1667.16,601.47,0
940,940,NET,35.688,-120.08,2006,8,628.38,41.22,0
1336,1336,NICHOLS,33.721,-117.353,1995,7,450.54,7.56,0
507,507,NICKOWITZ,41.448,-123.755,2015,8,3382.47,301.5,0
1024,1024,NICOLLS,35.631,-118.142,2014,7,745.11,247.14,0
55,55,NIELON,41.351,-123.096,1987,8,627.84,225.63,0
917,917,NINE,35.693,-118.422,2005,7,501.84,5.22,0
321,321,NOBLE,39.963,-123.717,2006,9,500.85,80.01,0
1629,1629,NORTH,34.372,-117.474,2015,7,1767.6,0.0,1
1136,1136,NORTH,39.84956022,-119.9905237,2020,8,1110.24,339.48,0
574,574,NORTH,39.276,-120.632,2018,9,513.45,375.75,0
1545,1545,NORTH,34.416,-118.25,2007,9,985.05,70.29,1
606,606,NORTH COMPLEX,39.72888713,-121.196267,2020,8,128894.04,87838.74,0
178,178,NORTH CROWDER,41.762,-120.552,1998,8,1047.51,0.99,1
860,860,NORTH FORK,36.258,-120.732,2000,8,765.63,262.26,0
868,868,NORTH FORK,37.264,-119.481,2001,8,1681.74,901.26,0
965,965,NORTH MOUNTAIN,37.899,-119.897,2008,6,1135.98,162.54,0
846,846,NORTH PARK COMPLEX (ELEANOR),38.008,-119.84,1999,8,1010.25,90.9,0
446,446,NORTH PASS,39.894,-123.047,2012,8,17680.68,5736.6,0
1562,1562,NOVEMBER,33.274,-117.332,2008,10,1524.06,18.27,0
1143,1143,NSCRIPTION,35.183,-117.143,1986,5,1908.0,0.0,12
677,677,NUNEZ,36.233,-120.445,1987,5,640.8,3.42,0
546,546,NUNS,38.349,-122.503,2017,10,22985.01,3110.94,0
541,541,OAK,41.747,-123.58,2017,8,38708.73,14218.38,0
613,613,OAK,39.48826135,-123.3779504,2020,9,456.93,191.97,0
1571,1571,OAK GLEN 3,34.035,-116.986,2009,8,829.17,165.87,0
1328,1328,OAK HILL,34.731,-120.446,1994,10,803.88,65.7,8
1070,1070,OAKWOOD,37.076,-119.769,2017,6,609.57,10.8,1
1458,1458,OASIS,34.459,-118.277,2002,9,484.83,2.52,0
425,425,OASIS,38.946,-122.401,2009,9,596.43,94.68,1
704,704,OBELISK,36.878,-118.844,1988,7,2479.95,483.39,0
306,306,OBSERVATION,40.76,-120.149,2006,6,1117.17,13.59,0
250,250,OBSERVATION,40.734,-120.178,2001,8,27293.49,1730.7,0
1408,1408,OGILVY,34.613,-119.625,1998,10,1637.55,562.86,7
625,625,OIL FIELDS,36.26,-120.317,1984,5,459.09,0.0,0
1481,1481,OLD,34.247,-117.284,2003,10,36496.44,9216.27,0
1594,1594,OLD 2,32.693,-116.367,2012,6,428.58,34.92,0
1309,1309,OLD COACH,33.042,-117.014,1993,11,732.78,44.64,0
910,910,OLD HWY,37.487,-119.948,2004,9,563.85,23.94,1
1311,1311,OLD TOPANGA FIRE,34.07,-118.649,1993,11,6790.77,493.02,2
710,710,OLIVAS II,36.569,-118.163,1989,3,497.34,2.25,4
964,964,OLIVER,37.499,-119.74,2008,6,1154.61,354.15,0
658,658,ONION,36.739,-118.252,1985,7,3475.53,3.06,0
1149,1149,OPAL 2,35.155,-117.112,1994,8,590.22,0.0,11
1147,1147,OPAL 2,35.177,-117.148,1993,8,3338.37,5.22,10
1648,1648,OPERA,33.997,-117.301,2017,4,433.71,180.72,1
350,350,OPHIR,39.441,-121.567,2008,6,418.14,28.17,0
748,748,ORCHARD,35.74,-120.074,1993,6,9029.88,244.71,0
1530,1530,ORCHARD,33.981,-117.021,2006,9,650.97,57.33,0
251,251,OREGON,40.743,-122.968,2001,8,714.06,377.91,0
290,290,OREGON,39.597,-121.499,2004,8,803.43,280.26,0
782,782,ORESTIMBA,37.301,-121.316,1995,10,1144.08,10.08,6
312,312,ORLEANS COMPLEX,41.336,-123.465,2006,7,6459.84,558.09,0
1261,1261,ORTEGA,33.634,-117.445,1989,6,3440.88,1146.15,0
1243,1243,ORTEGA,33.508,-117.605,1988,8,917.46,35.82,0
1299,1299,ORTEGA,33.579,-117.501,1993,10,8464.05,205.02,0
1327,1327,OTAY,32.604,-116.925,1994,10,902.88,7.2,0
1373,1373,OTAY 322,32.592,-116.871,1996,10,4118.85,1573.02,0
786,786,OVERLOOK,35.209,-119.91,1996,5,1173.96,6.84,0
664,664,OWENS,37.768,-118.817,1985,8,1240.47,571.95,9
1056,1056,OWENS RIVER,37.765,-118.911,2016,9,2487.33,288.36,0
985,985,PACHECO,37.028,-121.343,2009,8,700.74,31.59,0
634,634,PACHECO 2,36.883,-121.158,1984,7,499.14,0.0,1
1460,1460,PACIFIC,34.044,-118.873,2003,1,432.9,174.42,2
1273,1273,PACIFIC,34.075,-118.994,1989,10,1285.56,3.69,8
1271,1271,PACY,34.404,-118.44,1989,7,567.09,45.09,3
1479,1479,PADUA,34.173,-117.689,2003,10,4278.51,909.63,0
1277,1277,PAINT,34.469,-119.784,1990,6,1927.26,106.38,2
1281,1281,PAINT,33.058,-117.144,1990,9,1255.86,143.55,9
171,171,PALERMO,39.357,-121.511,1996,10,470.79,233.01,11
1321,1321,PALM,33.641,-116.522,1994,7,8513.82,805.14,0
31,31,PALMER,39.449,-120.764,1987,8,863.19,371.88,0
1658,1658,PALMER,33.991,-117.121,2017,9,1677.6,2.88,0
1234,1234,PALOMAR,33.345,-116.929,1987,10,4150.62,965.25,0
785,785,PANOCHE,36.631,-120.678,1996,4,694.62,1.26,1
666,666,PANOCHE 2,36.659,-120.863,1986,6,629.19,30.87,0
784,784,PANOCHE II,36.575,-120.627,1996,4,5971.41,435.42,0
460,460,PANTHER,40.173,-121.65,2013,5,2925.18,908.73,2
405,405,PANTHER,41.541,-123.381,2008,7,28916.73,9287.19,1
269,269,PANTHER,40.587,-122.548,2002,11,555.57,16.2,8
29,29,PAPER,37.917,-120.132,1987,8,19949.04,8266.23,0
1502,1502,PARADISE,34.049,-116.559,2005,6,1400.67,7.92,0
1475,1475,PARADISE,33.204,-116.916,2003,10,22661.91,7404.93,0
75,75,PARDEE,38.27,-120.82,1988,6,623.07,69.84,1
1076,1076,PARK,36.021,-120.499,2017,7,726.39,180.63,0
540,540,PARKER2,41.464,-120.262,2017,8,3092.76,432.72,0
1073,1073,PARKFIELD,35.778,-120.674,2017,7,756.99,74.34,0
1031,1031,PARKHILL,35.367,-120.424,2015,6,727.92,96.84,0
892,892,PARKHILL,35.416,-120.468,2003,7,507.6,253.17,0
1118,1118,PASS,37.04631279,-121.1633091,2020,6,871.92,0.0,1
1244,1244,PASS,33.904,-116.837,1988,8,757.62,0.63,0
1478,1478,PASS,33.996,-117.257,2003,10,993.42,0.0,0
645,645,PATEVALLEY,37.93,-119.571,1985,6,436.14,164.52,0
1665,1665,PATTERSON,33.643,-117.048,2018,5,526.86,0.54,1
500,500,PATTISON,40.7,-123.416,2015,7,12596.67,3573.72,0
293,293,PATTISON,38.173,-120.871,2004,9,1157.49,225.0,0
1382,1382,PAUBA,33.522,-116.943,1997,8,3036.6,2.16,0
1210,1210,PEACH HILL,34.252,-118.928,1985,10,807.21,0.81,0
857,857,PEAK,35.259,-118.549,2000,8,530.82,5.04,0
505,505,PEAK,40.495,-123.207,2015,8,2557.17,679.86,0
508,508,PEAK,41.588,-123.788,2015,8,5773.05,1305.99,0
105,105,PEAKS,40.355,-123.791,1990,8,700.11,124.92,0
1032,1032,PEANUT,35.977,-121.298,2015,6,1528.38,51.57,0
39,39,PEANUT,40.483,-123.2,1987,8,2455.38,792.09,0
1360,1360,PECHANGA,33.461,-117.081,1996,6,595.89,334.89,0
1430,1430,PECHANGA,33.419,-117.017,2000,7,4806.72,1837.26,2
936,936,PEDRO,37.806,-120.376,2006,7,899.82,214.2,0
906,906,PELICAN,37.625,-121.196,2004,7,589.77,126.45,1
183,183,PELLOWS,39.936,-122.61,1999,7,471.24,16.65,0
1667,1667,PENDLETON COMPLEX,33.364,-117.418,2018,7,1199.7,39.24,0
221,221,PENDOLA,39.461,-121.114,1999,10,1636.56,912.42,0
220,220,PENDOLA,39.419,-121.197,1999,10,3116.79,1582.47,0
150,150,PEORIA,37.926,-120.503,1995,7,1414.89,12.24,1
1237,1237,PEPPERTREE CONTROLLE,34.319,-119.173,1987,11,504.09,0.18,4
1518,1518,PERKINS,34.851,-119.695,2006,6,5804.37,1673.01,1
633,633,PETERSON,39.774,-119.989,1984,7,124.29,23.85,0
972,972,PETERSON,39.724,-119.993,2008,10,138.06,9.54,7
391,391,PETERSON COMPLEX,40.917,-121.338,2008,6,3209.58,364.14,0
745,745,PGE 13,36.077,-120.129,1993,5,643.86,22.77,1
751,751,PGE 4,36.918,-120.851,1993,7,2263.41,157.95,1
160,160,PGE 8,38.349,-122.452,1996,8,940.05,246.15,0
943,943,PHELPS,36.159,-120.251,2006,10,672.12,9.36,6
1365,1365,PHILADELPHIA,34.032,-117.465,1996,7,737.28,0.09,0
324,324,PHILLIPS,38.811,-121.383,2007,7,426.24,208.8,0
494,494,PICKETT,40.362,-123.381,2015,7,4544.1,1074.33,0
1080,1080,PIER,36.122,-118.708,2017,8,14822.1,4481.1,0
322,322,PIGEON,40.951,-123.202,2006,9,40856.67,9569.25,9
1340,1340,PILGRIM,34.006,-117.212,1995,7,895.41,8.82,0
685,685,PILITAS,35.365,-120.517,1987,8,428.4,31.68,0
845,845,PILOT,37.845,-119.984,1999,8,1551.69,960.84,0
1645,1645,PILOT,34.308,-117.247,2016,8,3345.21,307.26,0
1638,1638,PINE,34.639,-119.234,2016,6,948.6,131.94,0
1497,1497,PINE,34.741,-118.608,2004,7,7409.34,1551.87,1
1418,1418,PINE,33.859,-116.809,1999,8,769.32,446.22,0
211,211,PINE,41.766,-121.016,1999,8,9277.02,20.07,0
923,923,PINE,35.539,-118.834,2005,9,768.42,11.79,8
1543,1543,PINE,32.786,-116.534,2007,9,932.04,238.77,0
268,268,PINE,38.862,-122.924,2002,11,431.73,38.61,0
1453,1453,PINES,33.146,-116.574,2002,7,26474.04,3943.35,0
643,643,PINEY CREEK,36.348,-121.467,1985,6,645.12,62.19,0
767,767,PINNACLES,36.467,-121.205,1994,8,457.38,2.88,0
1531,1531,PINNACLES,34.323,-117.2,2006,9,1072.8,3.87,0
1503,1503,PIONEER,34.177,-116.502,2005,6,811.08,0.0,0
1251,1251,PIRU,34.437,-118.696,1988,9,5776.02,26.82,0
1406,1406,PIRU,34.422,-118.872,1998,10,4213.98,177.66,0
1484,1484,PIRU,34.48,-118.861,2003,10,25868.34,7260.21,6
1207,1207,PIUMA FIRE,34.06,-118.682,1985,10,2136.78,167.58,0
