,index,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),High_Severity(ha),TSLF
1611,1611,LONE,41.766,-121.034,2019,9,2217.51,30.69,0
584,584,SOUTH,40.118,-122.823,2019,9,2273.94,313.2,0
1608,1608,SOUTH,40.118,-122.823,2019,9,2273.94,313.2,0
585,585,RED BANK,40.157,-122.676,2019,9,3257.91,507.24,0
1609,1609,RED BANK,40.157,-122.676,2019,9,3257.91,507.24,0
1282,1282,TABOOSE,37.018,-118.345,2019,9,4189.32,57.42,0
1467,1467,TABOOSE,37.018,-118.345,2019,9,4189.32,57.42,9
1606,1606,TABOOSE,37.018,-118.345,2019,9,4189.32,57.42,0
583,583,WALKER,40.09,-120.585,2019,9,23695.83,9381.33,0
1283,1283,WALKER,40.09,-120.585,2019,9,23695.83,9381.33,1
1607,1607,WALKER,40.09,-120.585,2019,9,23695.83,9381.33,0
1613,1613,SANDALWOOD,33.999,-117.084,2019,10,421.2,6.21,0
1614,1614,EASY,34.267,-118.829,2019,10,846.27,8.64,0
589,589,CAPLES,38.706,-120.16,2019,10,1405.8,469.89,0
1285,1285,CAPLES,38.706,-120.16,2019,10,1405.8,469.89,8
1619,1619,CAPLES,38.706,-120.16,2019,10,1405.8,469.89,0
1617,1617,TICK,34.451,-118.394,2019,10,1978.74,11.34,0
1284,1284,BRICEBURG,37.608,-119.932,2019,10,2237.31,580.86,0
1618,1618,BRICEBURG,37.608,-119.932,2019,10,2237.31,580.86,0
1615,1615,SADDLERIDGE,34.318,-118.515,2019,10,3883.41,661.59,0
1616,1616,MARIA,34.314,-119.066,2019,10,4050.99,219.78,0
590,590,KINCADE,38.672,-122.776,2019,10,31246.56,5230.08,1
1620,1620,KINCADE,38.672,-122.776,2019,10,31246.56,5230.08,1
1621,1621,CAVE,34.489,-119.768,2019,11,1111.41,128.52,0
591,591,RANCH,40.055,-122.628,2019,11,1179.0,280.26,7
1622,1622,RANCH,40.055,-122.628,2019,11,1179.0,280.26,6
1623,1623,SCORPION,34.03622128,-119.5422172,2020,5,523.62,0.72,1
1287,1287,GRADE,36.55394741,-119.1725198,2020,6,418.86,0.0,0
1625,1625,GRADE,36.55394741,-119.1725198,2020,6,418.86,0.0,0
1468,1468,IVANPAH,35.19096713,-115.1834911,2020,6,422.46,0.0,1
1628,1628,IVANPAH,35.19096713,-115.1834911,2020,6,422.46,0.0,0
594,594,WALKER,38.07062309,-120.7061626,2020,6,560.43,83.43,1
1290,1290,WALKER,38.07062309,-120.7061626,2020,6,560.43,83.43,0
1629,1629,WALKER,38.07062309,-120.7061626,2020,6,560.43,83.43,0
1286,1286,SODA,35.33064948,-119.9490293,2020,6,666.0,0.0,0
1624,1624,SODA,35.33064948,-119.9490293,2020,6,666.0,0.0,0
593,593,QUAIL,38.47420835,-122.0173739,2020,6,741.15,10.35,0
1289,1289,QUAIL,38.47420835,-122.0173739,2020,6,741.15,10.35,0
1627,1627,QUAIL,38.47420835,-122.0173739,2020,6,741.15,10.35,0
1291,1291,PASS,37.04631279,-121.1633091,2020,6,871.92,0.0,1
1630,1630,PASS,37.04631279,-121.1633091,2020,6,871.92,0.0,1
592,592,GRANT FIRE,38.56711914,-121.1545024,2020,6,2043.36,41.94,0
1288,1288,GRANT FIRE,38.56711914,-121.1545024,2020,6,2043.36,41.94,0
1626,1626,GRANT FIRE,38.56711914,-121.1545024,2020,6,2043.36,41.94,0
596,596,ALLEN,41.35755778,-121.0760707,2020,7,412.56,9.72,0
1638,1638,ALLEN,41.35755778,-121.0760707,2020,7,412.56,9.72,0
595,595,DALTON,41.72501425,-121.0601574,2020,7,542.52,0.09,0
1637,1637,DALTON,41.72501425,-121.0601574,2020,7,542.52,0.09,0
1294,1294,COYOTE,36.67474452,-120.9989679,2020,7,593.82,0.0,0
1633,1633,COYOTE,36.67474452,-120.9989679,2020,7,593.82,0.0,0
1636,1636,SOLEDAD,34.45470565,-118.3362808,2020,7,609.39,0.9,0
1297,1297,BENA,35.30659054,-118.6491567,2020,7,1162.89,69.21,1
1470,1470,BENA,35.30659054,-118.6491567,2020,7,1162.89,69.21,1
1645,1645,BENA,35.30659054,-118.6491567,2020,7,1162.89,69.21,1
1292,1292,BRANCH,35.29474207,-120.0239454,2020,7,1174.5,38.52,0
1631,1631,BRANCH,35.29474207,-120.0239454,2020,7,1174.5,38.52,0
1295,1295,CREWS,37.01675957,-121.4539694,2020,7,2217.15,17.37,0
1634,1634,CREWS,37.01675957,-121.4539694,2020,7,2217.15,17.37,0
1296,1296,BLUEJAY,37.84126306,-119.6110573,2020,7,2780.19,363.6,0
1641,1641,BLUEJAY,37.84126306,-119.6110573,2020,7,2780.19,363.6,0
1469,1469,NADEAU,36.01384218,-117.4633597,2020,7,3696.93,30.87,0
1643,1643,NADEAU,36.01384218,-117.4633597,2020,7,3696.93,30.87,0
597,597,HOG,40.42023066,-120.8050785,2020,7,3848.58,2114.91,0
1639,1639,HOG,40.42023066,-120.8050785,2020,7,3848.58,2114.91,0
600,600,GOLD,41.06383926,-120.816197,2020,7,9125.91,1598.04,1
1644,1644,GOLD,41.06383926,-120.816197,2020,7,9125.91,1598.04,0
1293,1293,MINERAL,36.1761018,-120.5600361,2020,7,11958.39,849.06,0
1632,1632,MINERAL,36.1761018,-120.5600361,2020,7,11958.39,849.06,0
1635,1635,APPLE,34.02490173,-116.8574842,2020,7,13366.17,9404.1,0
599,599,CALDWELL,41.73458816,-121.4543373,2020,7,32816.34,3231.27,0
1642,1642,CALDWELL,41.73458816,-121.4543373,2020,7,32816.34,3231.27,0
598,598,RED SALMON COMPLEX,41.11928079,-123.3944016,2020,7,58078.17,18323.64,0
1640,1640,RED SALMON COMPLEX,41.11928079,-123.3944016,2020,7,58078.17,18323.64,0
1308,1308,MORAINE,36.72719052,-118.5516108,2020,8,526.32,17.55,0
1473,1473,MORAINE,36.72719052,-118.5516108,2020,8,526.32,17.55,0
1667,1667,MORAINE,36.72719052,-118.5516108,2020,8,526.32,17.55,0
607,607,ROCKWELL,39.68378687,-122.7719726,2020,8,581.4,316.35,0
1662,1662,ROCKWELL,39.68378687,-122.7719726,2020,8,581.4,316.35,0
611,611,SALT,37.99910983,-120.7523615,2020,8,642.15,0.27,1
1314,1314,SALT,37.99910983,-120.7523615,2020,8,642.15,0.27,0
1675,1675,SALT,37.99910983,-120.7523615,2020,8,642.15,0.27,0
1298,1298,POND,35.39569232,-120.4330707,2020,8,791.01,144.72,0
1646,1646,POND,35.39569232,-120.4330707,2020,8,791.01,144.72,0
1310,1310,WOLF,37.88102161,-119.6231191,2020,8,823.95,11.43,0
1669,1669,WOLF,37.88102161,-119.6231191,2020,8,823.95,11.43,0
1299,1299,HILLS,35.97781184,-120.3001306,2020,8,849.6,0.0,0
1647,1647,HILLS,35.97781184,-120.3001306,2020,8,849.6,0.0,0
1650,1650,HOLSER,34.45758441,-118.7324555,2020,8,882.81,73.08,0
601,601,MEYERS,38.50605403,-123.2038079,2020,8,946.53,235.62,0
1653,1653,MEYERS,38.50605403,-123.2038079,2020,8,946.53,235.62,0
1311,1311,NORTH,39.84956022,-119.9905237,2020,8,1110.24,339.48,0
1671,1671,NORTH,39.84956022,-119.9905237,2020,8,1110.24,339.48,0
1313,1313,MOC,37.78706787,-120.2725478,2020,8,1151.64,157.23,0
1674,1674,MOC,37.78706787,-120.2725478,2020,8,1151.64,157.23,0
1303,1303,BEACH,37.93308926,-118.9869772,2020,8,1479.69,38.79,0
1656,1656,BEACH,37.93308926,-118.9869772,2020,8,1479.69,38.79,0
1664,1664,RANCH2,34.19694455,-117.9076775,2020,8,1650.06,1239.12,0
609,609,WOODWARD,38.02328105,-122.8210841,2020,8,1977.12,433.8,0
1670,1670,WOODWARD,38.02328105,-122.8210841,2020,8,1977.12,433.8,0
1300,1300,CARMEL,36.41717633,-121.6542699,2020,8,2823.3,436.32,0
1648,1648,CARMEL,36.41717633,-121.6542699,2020,8,2823.3,436.32,0
1315,1315,STAGECOACH,35.45344473,-118.484881,2020,8,3115.08,472.95,1
1475,1475,STAGECOACH,35.45344473,-118.484881,2020,8,3115.08,472.95,0
1676,1676,STAGECOACH,35.45344473,-118.484881,2020,8,3115.08,472.95,1
1309,1309,RATTLESNAKE,36.430343,-118.4150668,2020,8,3354.03,344.25,0
1474,1474,RATTLESNAKE,36.430343,-118.4150668,2020,8,3354.03,344.25,0
1668,1668,RATTLESNAKE,36.430343,-118.4150668,2020,8,3354.03,344.25,0
1312,1312,SLINK,38.52241737,-119.5658973,2020,8,10792.26,2520.72,0
1672,1672,SLINK,38.52241737,-119.5658973,2020,8,10792.26,2520.72,0
605,605,SHEEP,40.32565658,-120.7209697,2020,8,11911.41,6628.05,0
1658,1658,SHEEP,40.32565658,-120.7209697,2020,8,11911.41,6628.05,0
1663,1663,LAKE,34.67641957,-118.555063,2020,8,12506.13,7995.24,0
1472,1472,DOME,35.2935454,-115.5846521,2020,8,17861.22,0.27,0
1666,1666,DOME,35.2935454,-115.5846521,2020,8,17861.22,0.27,0
604,604,LOYALTON,39.70744261,-120.1077695,2020,8,18858.24,7998.66,0
1304,1304,LOYALTON,39.70744261,-120.1077695,2020,8,18858.24,7998.66,0
1657,1657,LOYALTON,39.70744261,-120.1077695,2020,8,18858.24,7998.66,0
1301,1301,RIVER,36.4817366,-121.5674233,2020,8,20308.05,4228.11,0
1649,1649,RIVER,36.4817366,-121.5674233,2020,8,20308.05,4228.11,0
602,602,WALLBRIDGE,38.61605842,-123.0123944,2020,8,22294.35,6733.26,0
1654,1654,WALLBRIDGE,38.61605842,-123.0123944,2020,8,22294.35,6733.26,0
610,610,W-5 COLD SPRINGS,41.09414628,-120.0796157,2020,8,28322.01,7903.98,0
1673,1673,W-5 COLD SPRINGS,41.09414628,-120.0796157,2020,8,28322.01,7903.98,0
1652,1652,CZU LIGHTNING COMPLEX,37.14747448,-122.2237692,2020,8,34941.6,18080.55,0
1305,1305,DOLAN,36.07113431,-121.462485,2020,8,50337.18,18466.11,0
1659,1659,DOLAN,36.07113431,-121.462485,2020,8,50337.18,18466.11,0
1307,1307,CASTLE,36.21697263,-118.5458922,2020,8,68846.58,30531.87,0
1471,1471,CASTLE,36.21697263,-118.5458922,2020,8,68846.58,30531.87,0
1661,1661,CASTLE,36.21697263,-118.5458922,2020,8,68846.58,30531.87,0
603,603,HENNESSEY,38.61777795,-122.2386775,2020,8,123185.25,29471.4,0
1655,1655,HENNESSEY,38.61777795,-122.2386775,2020,8,123185.25,29471.4,0
606,606,NORTH COMPLEX,39.72888713,-121.196267,2020,8,128894.04,87838.74,0
1306,1306,NORTH COMPLEX,39.72888713,-121.196267,2020,8,128894.04,87838.74,0
1660,1660,NORTH COMPLEX,39.72888713,-121.196267,2020,8,128894.04,87838.74,0
1302,1302,SCU COMPLEX,37.35146709,-121.4469168,2020,8,160572.42,17002.44,0
1651,1651,SCU COMPLEX,37.35146709,-121.4469168,2020,8,160572.42,17002.44,0
608,608,AUGUST COMPLEX FIRES,39.93152304,-122.9959521,2020,8,417701.16,170053.65,0
1665,1665,AUGUST COMPLEX FIRES,39.93152304,-122.9959521,2020,8,417701.16,170053.65,0
613,613,OAK,39.48826135,-123.3779504,2020,9,456.93,191.97,0
1679,1679,OAK,39.48826135,-123.3779504,2020,9,456.93,191.97,0
619,619,WILLOWS,39.37500325,-121.332452,2020,9,526.68,35.55,2
1318,1318,WILLOWS,39.37500325,-121.332452,2020,9,526.68,35.55,1
1688,1688,WILLOWS,39.37500325,-121.332452,2020,9,526.68,35.55,1
616,616,FORK,38.98710069,-120.4242487,2020,9,674.19,177.21,0
1316,1316,FORK,38.98710069,-120.4242487,2020,9,674.19,177.21,0
1682,1682,FORK,38.98710069,-120.4242487,2020,9,674.19,177.21,0
615,615,FOX,41.23970758,-122.8534927,2020,9,808.11,146.79,0
1681,1681,FOX,41.23970758,-122.8534927,2020,9,808.11,146.79,0
1687,1687,SNOW,33.87354472,-116.6795181,2020,9,2510.73,243.18,0
617,617,DEVIL,41.92444387,-123.2334926,2020,9,3559.59,763.92,0
1684,1684,DEVIL,41.92444387,-123.2334926,2020,9,3559.59,763.92,0
1686,1686,VALLEY,32.7369641,-116.6890363,2020,9,6573.15,3201.48,0
612,612,ZOGG,40.43746497,-122.6220128,2020,9,22779.72,2583.27,0
1677,1677,ZOGG,40.43746497,-122.6220128,2020,9,22779.72,2583.27,0
614,614,GLASS,38.53799987,-122.5461373,2020,9,27217.44,10561.05,0
1680,1680,GLASS,38.53799987,-122.5461373,2020,9,27217.44,10561.05,0
618,618,SLATER,41.94589683,-123.5010248,2020,9,45117.0,30891.87,0
1685,1685,SLATER,41.94589683,-123.5010248,2020,9,45117.0,30891.87,0
1678,1678,BOBCAT,34.33230369,-117.9296765,2020,9,45854.01,17182.89,0
1317,1317,CREEK,37.33285595,-119.2763844,2020,9,153659.34,67141.62,0
1683,1683,CREEK,37.33285595,-119.2763844,2020,9,153659.34,67141.62,0
1319,1319,BACCARAT,39.77683069,-119.9569403,2020,10,6.66,0.0,1
1689,1689,BACCARAT,39.77683069,-119.9569403,2020,10,6.66,0.0,0
1690,1690,SILVERADO,33.71881574,-117.7001636,2020,10,5020.83,471.96,0
1691,1691,BLUE RIDGE,33.91184677,-117.7019889,2020,10,5521.59,98.91,1
620,620,LAURA 2,40.06261739,-120.0895792,2020,11,929.43,106.38,0
1320,1320,LAURA 2,40.06261739,-120.0895792,2020,11,929.43,106.38,0
1692,1692,LAURA 2,40.06261739,-120.0895792,2020,11,929.43,106.38,0
1321,1321,MOUNTAIN VIEW,38.55783911,-119.4114122,2020,11,5123.52,2170.44,0
1693,1693,MOUNTAIN VIEW,38.55783911,-119.4114122,2020,11,5123.52,2170.44,1
1694,1694,AIRPORT,33.90290227,-117.6276915,2020,12,429.66,29.88,0
1695,1695,SANDERSON,33.90043808,-117.0630626,2020,12,784.62,35.82,0
1696,1696,BOND,33.73979634,-117.66266,2020,12,2685.06,693.72,0
